,person.type,person.value,personLabel.xml:lang,personLabel.type,personLabel.value,conditions.type,conditions.value,causedeath.type,causedeath.value
10470,uri,http://www.wikidata.org/entity/Q95429104,en,literal,Nanami Miyasaka,literal,hearing disorder,literal,
10471,uri,http://www.wikidata.org/entity/Q95573137,en,literal,Arthur O. Peterson,literal,"amebiasis, tuberculosis",literal,
10472,uri,http://www.wikidata.org/entity/Q95635091,en,literal,Ferdinand Kirms,literal,blindness,literal,
10473,uri,http://www.wikidata.org/entity/Q95690320,en,literal,Stephanie Czajkowski,literal,breast cancer,literal,
10474,uri,http://www.wikidata.org/entity/Q95725235,en,literal,Antoine Romain Coquebert de Montbret,literal,mental disorder,literal,
10475,uri,http://www.wikidata.org/entity/Q95833601,en,literal,Hadr Al-Azmi,literal,blindness,literal,
10476,uri,http://www.wikidata.org/entity/Q95988608,en,literal,Lorna Doone McLean,literal,tuberculosis,literal,
10477,uri,http://www.wikidata.org/entity/Q96031952,en,literal,Juan Antonio Calvo Carazo,literal,myocardial infarction,literal,
10478,uri,http://www.wikidata.org/entity/Q96033974,en,literal,Clayton Weatherston,literal,narcissistic personality disorder,literal,
10479,uri,http://www.wikidata.org/entity/Q96037840,en,literal,Glenn B. Anderson,literal,deafness,literal,
10480,uri,http://www.wikidata.org/entity/Q96094645,en,literal,Josh Morgan,literal,Asperger syndrome,literal,
10481,uri,http://www.wikidata.org/entity/Q96099175,en,literal,Stef Wolput,literal,polyneuropathy,literal,
10482,uri,http://www.wikidata.org/entity/Q96115822,en,literal,María Eidy Roca Justiniano,literal,COVID-19,literal,
10483,uri,http://www.wikidata.org/entity/Q96145004,en,literal,Stacey Milbern,literal,muscular dystrophy,literal,
10484,uri,http://www.wikidata.org/entity/Q96147625,en,literal,Riaz Sheikh,literal,COVID-19,literal,
10485,uri,http://www.wikidata.org/entity/Q96212926,en,literal,Renold Haesebrouck,literal,blindness,literal,
10486,uri,http://www.wikidata.org/entity/Q96240826,en,literal,Amal Hamad,literal,COVID-19,literal,
10487,uri,http://www.wikidata.org/entity/Q96241698,en,literal,Sonali Mohapatra,literal,deafness,literal,
10488,uri,http://www.wikidata.org/entity/Q96309069,en,literal,Wijdan al-Naqib,literal,lymphoma,literal,
10489,uri,http://www.wikidata.org/entity/Q96351867,en,literal,Rosa Garriga Sala,literal,blindness,literal,
10490,uri,http://www.wikidata.org/entity/Q96384450,en,literal,Jim Gregory,literal,COVID-19,literal,
10491,uri,http://www.wikidata.org/entity/Q96395568,en,literal,Nicholas Bennett,literal,autism,literal,
10492,uri,http://www.wikidata.org/entity/Q96397690,en,literal,Walid Assaf,literal,COVID-19,literal,
10493,uri,http://www.wikidata.org/entity/Q96472902,en,literal,Sain Mumtaz,literal,Proteus syndrome,literal,
10494,uri,http://www.wikidata.org/entity/Q96473239,en,literal,Siavash Boushehri,literal,"gigantism, Proteus syndrome",literal,
10495,uri,http://www.wikidata.org/entity/Q96577195,en,literal,Mustafa Alhassan,literal,cancer,literal,
10496,uri,http://www.wikidata.org/entity/Q96636864,en,literal,Anton Jan Cozijnsen,literal,multiple sclerosis,literal,
10497,uri,http://www.wikidata.org/entity/Q96637638,en,literal,Mary Van Der Veer,literal,poliomyelitis,literal,
10498,uri,http://www.wikidata.org/entity/Q96677934,en,literal,Manuel Ardil Robles,literal,pulmonary emphysema,literal,
10499,uri,http://www.wikidata.org/entity/Q96758818,en,literal,Mohamed Larbi Belcaid,literal,COVID-19,literal,
10500,uri,http://www.wikidata.org/entity/Q96857667,en,literal,Jiří Šedý,literal,Down syndrome,literal,
10501,uri,http://www.wikidata.org/entity/Q96880237,en,literal,Claudia Conway,literal,COVID-19,literal,
10502,uri,http://www.wikidata.org/entity/Q96955743,en,literal,Paul Tarashuk,literal,schizoaffective disorder,literal,
10503,uri,http://www.wikidata.org/entity/Q97011143,en,literal,Romain Laurendeau,literal,keratoconus,literal,
10504,uri,http://www.wikidata.org/entity/Q97011946,en,literal,Svetlana Lebedeva,literal,COVID-19,literal,
10505,uri,http://www.wikidata.org/entity/Q97069582,en,literal,Whitney Dafoe,literal,chronic fatigue syndrome,literal,
10506,uri,http://www.wikidata.org/entity/Q97071256,en,literal,Edward Caledon Bruce,literal,deafness,literal,
10507,uri,http://www.wikidata.org/entity/Q97119830,en,literal,Jean-Laurent Massau,literal,blindness,literal,
10508,uri,http://www.wikidata.org/entity/Q97143762,en,literal,Al-Khidr bin Tharwan,literal,blindness,literal,
10509,uri,http://www.wikidata.org/entity/Q97154204,en,literal,Andrey Kurpatov,literal,Guillain–Barré Syndrome,literal,
10510,uri,http://www.wikidata.org/entity/Q97218644,en,literal,Köksal Baba,literal,dwarfism,literal,
10511,uri,http://www.wikidata.org/entity/Q97350167,en,literal,A'zariah Akira Dorsey,literal,COVID-19,literal,
10512,uri,http://www.wikidata.org/entity/Q97362659,en,literal,Sweet Anita,literal,"Tourette syndrome, coprolalia",literal,
10513,uri,http://www.wikidata.org/entity/Q97386494,,literal,Q97386494,literal,Alzheimer's disease,literal,
10514,uri,http://www.wikidata.org/entity/Q97462441,en,literal,Leo Noordegraaf,literal,Parkinson's disease,literal,
10515,uri,http://www.wikidata.org/entity/Q97584201,en,literal,Youssef Hussein,literal,COVID-19,literal,
10516,uri,http://www.wikidata.org/entity/Q97652618,en,literal,Nicolas Houguet,literal,cerebral palsy,literal,
10517,uri,http://www.wikidata.org/entity/Q97655592,en,literal,Chantal Pistelli McClelland,literal,aplasia,literal,
10518,uri,http://www.wikidata.org/entity/Q97657195,en,literal,Sparsh Shah,literal,osteogenesis imperfecta,literal,
10519,uri,http://www.wikidata.org/entity/Q98039987,en,literal,Saivion Smith,literal,COVID-19,literal,
10520,uri,http://www.wikidata.org/entity/Q98094694,en,literal,François-Antoine Ber,literal,blindness,literal,
10521,uri,http://www.wikidata.org/entity/Q98098911,en,literal,Lady Red Couture,literal,cyclic vomiting syndrome,literal,
10522,uri,http://www.wikidata.org/entity/Q98104741,en,literal,Natsuki Aso,literal,nicotine dependence,literal,
10523,uri,http://www.wikidata.org/entity/Q98117716,en,literal,Wilma Westenberg,literal,Facial infiltrating lipomatosis,literal,
10524,uri,http://www.wikidata.org/entity/Q98126105,en,literal,Monica Olivia Rodriguez Saavedra,literal,blindness,literal,
10525,uri,http://www.wikidata.org/entity/Q98250906,en,literal,Pornchok Larpyen,literal,neurogenic arthrogryposis multiplex congenita,literal,
10526,uri,http://www.wikidata.org/entity/Q98348712,en,literal,Rob Kearney,literal,testicular cancer,literal,
10527,uri,http://www.wikidata.org/entity/Q98398899,en,literal,Aijia Grammer,literal,hyperemesis gravidarum,literal,
10528,uri,http://www.wikidata.org/entity/Q98406706,en,literal,Christine Weston Chandler,literal,autism,literal,
10529,uri,http://www.wikidata.org/entity/Q98465764,en,literal,Cr1TiKaL,literal,"pneumothorax, obsessive-compulsive disorder",literal,
10530,uri,http://www.wikidata.org/entity/Q98476115,en,literal,Kimberly Klacik,literal,alopecia,literal,
10531,uri,http://www.wikidata.org/entity/Q98508656,en,literal,Hind Frioua,literal,cerebral palsy,literal,
10532,uri,http://www.wikidata.org/entity/Q98590655,en,literal,Barbara Elene Smith,literal,blindness,literal,
10533,uri,http://www.wikidata.org/entity/Q98594309,en,literal,Natalie Harp,literal,bone cancer,literal,
10534,uri,http://www.wikidata.org/entity/Q98636475,en,literal,Ankur Dhama,literal,blindness,literal,
10535,uri,http://www.wikidata.org/entity/Q98636697,en,literal,Maju de Araújo,literal,Down syndrome,literal,
10536,uri,http://www.wikidata.org/entity/Q98663135,en,literal,Kyle Rittenhouse,literal,post-traumatic stress disorder,literal,
10537,uri,http://www.wikidata.org/entity/Q98703747,en,literal,Damien Dickès,literal,Duchenne muscular dystrophy,literal,
10538,uri,http://www.wikidata.org/entity/Q98735879,en,literal,Aiko Okazaki,literal,"Pulmonary contusion, tetraplegia",literal,
10539,uri,http://www.wikidata.org/entity/Q98787314,en,literal,Faqirullah Madrasi,literal,diabetes,literal,
10540,uri,http://www.wikidata.org/entity/Q98794582,en,literal,Ibn Jaber al-Andalusi,literal,blindness,literal,
10541,uri,http://www.wikidata.org/entity/Q98819388,en,literal,Roxie Nafousi,literal,major depressive disorder,literal,
10542,uri,http://www.wikidata.org/entity/Q98833891,en,literal,Vanett Lawler,literal,Parkinson's disease,literal,
10543,uri,http://www.wikidata.org/entity/Q98841195,,literal,Q98841195,literal,hemophilia,literal,
10544,uri,http://www.wikidata.org/entity/Q98841269,en,literal,Mike Z,literal,autism spectrum disorder,literal,
10545,uri,http://www.wikidata.org/entity/Q98925264,en,literal,Nansie S. Sharpless,literal,deafness,literal,
10546,uri,http://www.wikidata.org/entity/Q98925701,en,literal,Teresa Miramonti,literal,blindness,literal,
10547,uri,http://www.wikidata.org/entity/Q99214731,en,literal,Dorothy Stanton Wise,literal,deafness,literal,
10548,uri,http://www.wikidata.org/entity/Q99251772,en,literal,Dara McAnulty,literal,autism,literal,
10549,uri,http://www.wikidata.org/entity/Q99322890,en,literal,Luis Labordeta Subías,literal,epilepsy,literal,
10550,uri,http://www.wikidata.org/entity/Q99430288,en,literal,Sam Schröder,literal,ectrodactyly,literal,
10551,uri,http://www.wikidata.org/entity/Q99485373,en,literal,Mary S. Washburn,literal,deafness,literal,
10552,uri,http://www.wikidata.org/entity/Q99500578,en,literal,David Plummer,literal,autism,literal,
10553,uri,http://www.wikidata.org/entity/Q99514085,en,literal,Mohamed Talal,literal,Parkinson's disease,literal,
10554,uri,http://www.wikidata.org/entity/Q99527326,en,literal,Krister Schönström,literal,deafness,literal,
10555,uri,http://www.wikidata.org/entity/Q99772980,en,literal,Cyrée Jarelle Johnson,literal,"lupus erythematosus, autism",literal,
10556,uri,http://www.wikidata.org/entity/Q99861176,en,literal,Pedro Roig Asuar,literal,glaucoma,literal,
10557,uri,http://www.wikidata.org/entity/Q99934684,en,literal,Issa bin Akkas,literal,blindness,literal,
10558,uri,http://www.wikidata.org/entity/Q99959292,en,literal,Jenna Ellis,literal,COVID-19,literal,
10559,uri,http://www.wikidata.org/entity/Q99979414,en,literal,François Macé de Lépinay,literal,COVID-19,literal,
10560,uri,http://www.wikidata.org/entity/Q99980596,en,literal,Chad Gilmartin,literal,COVID-19,literal,
10561,uri,http://www.wikidata.org/entity/Q100138685,en,literal,Tylan Grant,literal,Asperger syndrome,literal,
10562,uri,http://www.wikidata.org/entity/Q100146124,en,literal,Al Drago,literal,COVID-19,literal,
10563,uri,http://www.wikidata.org/entity/Q100155274,en,literal,Nick Luna,literal,COVID-19,literal,
10564,uri,http://www.wikidata.org/entity/Q100158690,en,literal,Crede Bailey,literal,COVID-19,literal,
10565,uri,http://www.wikidata.org/entity/Q100165974,en,literal,Robert Tawik,literal,COVID-19,literal,
10566,uri,http://www.wikidata.org/entity/Q100233540,en,literal,Hendrus Anding,literal,COVID-19,literal,
10567,uri,http://www.wikidata.org/entity/Q100237194,en,literal,Ma'tuq al-Salim,literal,paralysis,literal,
10568,uri,http://www.wikidata.org/entity/Q100266854,en,literal,Mélanie Lemaistre,literal,deafness,literal,
10569,uri,http://www.wikidata.org/entity/Q100276746,en,literal,Hasan ibn Abd al-Latif al-Mani',literal,blindness,literal,
10570,uri,http://www.wikidata.org/entity/Q100284375,en,literal,Gilles Forray,literal,multiple sclerosis,literal,
10571,uri,http://www.wikidata.org/entity/Q100378079,en,literal,Tammy Peterson,literal,kidney cancer,literal,
10572,uri,http://www.wikidata.org/entity/Q100384311,en,literal,Ahmad ibn Hussein al-Khalifah,literal,blindness,literal,
10573,uri,http://www.wikidata.org/entity/Q100384674,en,literal,Catharina Baart Biddle,literal,Parkinson's disease,literal,
10574,uri,http://www.wikidata.org/entity/Q100433644,en,literal,Abd al-Aziz ibn Yahya al-Yahya,literal,blindness,literal,
10575,uri,http://www.wikidata.org/entity/Q100504062,en,literal,Muhammad ibn Abdullah al-Fayrooz,literal,blindness,literal,
10576,uri,http://www.wikidata.org/entity/Q100583464,en,literal,Beata Ernman,literal,attention deficit hyperactivity disorder,literal,
10577,uri,http://www.wikidata.org/entity/Q100587793,en,literal,David Buxton,literal,deafness,literal,
10578,uri,http://www.wikidata.org/entity/Q100595699,en,literal,Jill Carlberg Faulkner,literal,Asperger syndrome,literal,
10579,uri,http://www.wikidata.org/entity/Q100597361,en,literal,Torolf Jansson,literal,Asperger syndrome,literal,
10580,uri,http://www.wikidata.org/entity/Q100693258,en,literal,Willian Chimura,literal,autism,literal,
10581,uri,http://www.wikidata.org/entity/Q100707221,en,literal,Pete Yost,literal,Lewy body dementia,literal,
10582,uri,http://www.wikidata.org/entity/Q100720644,en,literal,Noria Nalli,literal,multiple sclerosis,literal,
10583,uri,http://www.wikidata.org/entity/Q100925287,en,literal,Joe Germanotta,literal,aortic valve stenosis,literal,
10584,uri,http://www.wikidata.org/entity/Q100941342,en,literal,Ericka Hart,literal,breast cancer,literal,
10585,uri,http://www.wikidata.org/entity/Q100985822,en,literal,Venezia Monroe,literal,COVID-19,literal,
10586,uri,http://www.wikidata.org/entity/Q101094345,en,literal,Etoiles,literal,type-1 diabetes,literal,
10587,uri,http://www.wikidata.org/entity/Q101111943,en,literal,Eigil Hulgaard,literal,COVID-19,literal,
10588,uri,http://www.wikidata.org/entity/Q101130612,en,literal,María Francisca Díaz-Carralero Rodelgo,literal,blindness,literal,
10589,uri,http://www.wikidata.org/entity/Q101189220,en,literal,Jessica Benham,literal,autism,literal,
10590,uri,http://www.wikidata.org/entity/Q101243438,en,literal,Petra Fandrem Howard,literal,deafness,literal,
10591,uri,http://www.wikidata.org/entity/Q101381700,en,literal,Aimé Barthoulot,literal,amputation,literal,
10592,uri,http://www.wikidata.org/entity/Q101407989,en,literal,Jean-Michel Dunand,literal,"suicidal ideation, convulsion",literal,
10593,uri,http://www.wikidata.org/entity/Q101424804,en,literal,Corpse Husband,literal,"insomnia, thoracic outlet syndrome, fibromyalgia, gastroesophageal reflux disease, sleep apnea",literal,
10594,uri,http://www.wikidata.org/entity/Q101425367,en,literal,James S. Armstrong,literal,dwarfism,literal,
10595,uri,http://www.wikidata.org/entity/Q101437854,en,literal,Kamil Al-lala,literal,myopia,literal,
10596,uri,http://www.wikidata.org/entity/Q101543522,en,literal,Alice Lavigne,literal,blindness,literal,
10597,uri,http://www.wikidata.org/entity/Q101563375,en,literal,Paul Horompo (1895-1972),literal,dwarfism,literal,
10598,uri,http://www.wikidata.org/entity/Q101750059,en,literal,Francisco Antônio de Almeida Júnior,literal,blindness,literal,
10599,uri,http://www.wikidata.org/entity/Q102032681,en,literal,Deena Lynch,literal,complex post-traumatic stress disorder,literal,
10600,uri,http://www.wikidata.org/entity/Q102046737,en,literal,Sophia Mendonça,literal,"Asperger syndrome, bipolar disorder",literal,
10601,uri,http://www.wikidata.org/entity/Q102121332,en,literal,Selma Sueli Silva,literal,autism,literal,
10602,uri,http://www.wikidata.org/entity/Q102141031,en,literal,Terence Tao,literal,spastic quadriplegia,literal,
10603,uri,http://www.wikidata.org/entity/Q102249224,en,literal,Teresa Wagner,literal,breast cancer,literal,
10604,uri,http://www.wikidata.org/entity/Q102363228,en,literal,Gerrit van der Mey,literal,deafblindness,literal,
10605,uri,http://www.wikidata.org/entity/Q102393158,en,literal,Nidal Abu Aahour,literal,kidney cancer,literal,
10606,uri,http://www.wikidata.org/entity/Q102404974,en,literal,Marco Salvadori,literal,blindness,literal,
10607,uri,http://www.wikidata.org/entity/Q102423299,en,literal,Corina Boettger,literal,"autism spectrum disorder, arthritis, Crohn's disease",literal,
10608,uri,http://www.wikidata.org/entity/Q102502195,en,literal,Mihai Budeanu,literal,coronavirus disease,literal,
10609,uri,http://www.wikidata.org/entity/Q102620860,en,literal,Betsy Wade,literal,colon cancer,literal,
10610,uri,http://www.wikidata.org/entity/Q102925168,en,literal,Marija Agbaba,literal,COVID-19,literal,
10611,uri,http://www.wikidata.org/entity/Q102963857,en,literal,Victor Cassiere,literal,amputation,literal,
10612,uri,http://www.wikidata.org/entity/Q103256812,en,literal,Marcos Ortega Mera,literal,cerebral palsy,literal,
10613,uri,http://www.wikidata.org/entity/Q103815993,en,literal,Avelino Pereira,literal,"cataract surgery, heart disease",literal,
10614,uri,http://www.wikidata.org/entity/Q103817561,en,literal,Luiz Avelino Chalub Pereira,literal,autism,literal,
10615,uri,http://www.wikidata.org/entity/Q103847146,en,literal,Qbik,literal,alcoholism,literal,
10616,uri,http://www.wikidata.org/entity/Q103865830,en,literal,Rich Willis,literal,diastrophic dysplasia,literal,
10617,uri,http://www.wikidata.org/entity/Q104013102,en,literal,Mitsuhiro Iwamoto,literal,vision disorder,literal,
10618,uri,http://www.wikidata.org/entity/Q104036859,en,literal,Reja-e Busailah,literal,blindness,literal,
10619,uri,http://www.wikidata.org/entity/Q104115405,en,literal,Aline Feuvrier-Boulanger,literal,cardiovascular abnormality,literal,
10620,uri,http://www.wikidata.org/entity/Q104203326,en,literal,Lucas Espinosa de Brito,literal,rheumatic fever,literal,
10621,uri,http://www.wikidata.org/entity/Q104229599,en,literal,Will Millard,literal,post-traumatic stress disorder,literal,
10622,uri,http://www.wikidata.org/entity/Q104255818,en,literal,Alice Lee,literal,deafness,literal,
10623,uri,http://www.wikidata.org/entity/Q104368535,en,literal,Alexander Williamson,literal,Asperger syndrome,literal,
